id;Наименование прокуратуры (SV-0001);REGION;Телефон канцелярии (SV-0004);Электронный адрес канцелярии(SV-0005);Адрес приемной(SV-0006);OKATO;CODE;autokey
412;Прокуратура Северо-Восточного административного округа города Москвы;г. Москва;8 495 681 03 01;svao@77.mailop.ru;127055, г. Москва, Институтский пер., д. 8;45;344892125;FED_GENPROK_ORGANIZATION_412
425;Тимирязевская межрайонная прокуратура города Москвы;г. Москва;8 495 483 21 16;tim@77.mailop.ru;127247, г. Москва, ул. 800-летия Москвы, д. 4, корп. 1;45;344897255;FED_GENPROK_ORGANIZATION_425
375;Бутырская межрайонная прокуратура города Москвы;г. Москва;8 495 639 25 11;but@77.mailop.ru;127322, г. Москва, ул. Яблочкова, д. 49;45;344900237;FED_GENPROK_ORGANIZATION_375
383;Коптевская межрайонная прокуратура города Москвы;г. Москва;8 495 487 66 01;kop@77.mailop.ru;127486, г. Москва, ул. Дегунинская, д. 1, корп. 1;45;344894254;FED_GENPROK_ORGANIZATION_383
373;Бабушкинская межрайонная прокуратура города Москвы;г. Москва;8 495 682 21 44;bab@77.mailop.ru;129301, г. Москва, ул. Бориса Галушкина, д. 15;45;344897330;FED_GENPROK_ORGANIZATION_373
400;Останкинская межрайонная прокуратура города Москвы;г. Москва;8 495 616 66 74;ost@77.mailop.ru;129515, г. Москва, 1-ая Останкинская, д. 35;45;344900316;FED_GENPROK_ORGANIZATION_400
408;Прокуратура комплекса "Байконур";г. Москва;8 (33622) 7-61-22;;468321, г.Байконур, ул.Комарова, 29;55;359996346;FED_GENPROK_ORGANIZATION_408
455;Санкт-Петербургская прокуратура по надзору за исполнением законов на особо режимных объектах;г. Санкт-Петербург;8(812) 571-15-77;kanznoro@78.mailop.ru;190000, Санкт-Петербург, ул. Гороховая, д.19, лит.Б;40;383209587;FED_GENPROK_ORGANIZATION_455
438;Прокуратура города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 318-25-67;spb@78.mailop.ru;190000, Санкт-Петербург, ул. Почтамтская д.1, пом. 2Н;40;360072769;FED_GENPROK_ORGANIZATION_438
448;Прокуратура Петербургского метрополитена;г. Санкт-Петербург;8 (812) 271-13-15;priemmetro@78.mailop.ru;191124, Санкт-Петербург, ул. Тверская., д.16;40;383206830;FED_GENPROK_ORGANIZATION_448
435;Прокуратура Адмиралтейского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 310-18-73;kanzadm@78.mailop.ru;190068, г. Санкт-Петербург, Санкт-Петербург , Большая Подьяческая ул., 19;40;383201361;FED_GENPROK_ORGANIZATION_435
454;Прокуратура Центрального района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 406 00 66;priemcent@78.mailop.ru;191040, Санкт-Петербург, Лиговский пр., д.44;40;383208446;FED_GENPROK_ORGANIZATION_454
432;Военная прокуратура Западного военного округа;г. Санкт-Петербург;8 (812) 494-23-30;;191055, Санкт-Петербург, Невский проспект, 4;40;359997163;FED_GENPROK_ORGANIZATION_432
433;Ленинград-Финляндская транспортная прокуратура Северо-Западной транспортной прокуратуры;г. Санкт-Петербург;8 (812) 405-78-53;lftp@sztproc.ru;192007, г. Санкт-Петербург, Лиговский пр., д. 237а;40;388762985;FED_GENPROK_ORGANIZATION_433
453;Прокуратура Фрунзенского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 645 06 75;fru@78.mailop.ru;192241, Санкт-Петербург, ул. Пражская, д.46;40;383208050;FED_GENPROK_ORGANIZATION_453
434;Природоохранная прокуратура города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 446-58-01;priemprohr@78.mailop.ru;193315, Санкт-Петербург, ул. Народная, д.38, лит. А;40;383201315;FED_GENPROK_ORGANIZATION_434
447;Прокуратура Невского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 441-28-80;kancnevs@78.mailop.ru;193315, Санкт-Петербург, ул. Народная, д.38, лит. А;40;383205897;FED_GENPROK_ORGANIZATION_447
437;Прокуратура Выборгского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 247 49 22;kancvib@78.mailop.ru;194044, Санкт-Петербург, Лесной пр., д.20, корп. 12;40;383201886;FED_GENPROK_ORGANIZATION_437
439;Прокуратура Калининского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 294-51-03;kanzkln@78.mailop.ru;195009, Санкт-Петербург, ул. Комсомола, д.43;40;383201939;FED_GENPROK_ORGANIZATION_439
442;Прокуратура Красногвардейского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 406-69-79;kanzkrg@78.mailop.ru;195027, Санкт-Петербург, Среднеохтинский пр., д.52/11;40;383202324;FED_GENPROK_ORGANIZATION_442
446;Прокуратура Московского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 372-70-00;kanzmsk@78.mailop.ru;196084, Санкт-Петербург, Московский пр., д.129;40;383205396;FED_GENPROK_ORGANIZATION_446
452;Прокуратура Пушкинского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 451 97 04;kanzpush@78.mailop.ru;196601, Санкт-Петербург, г. Пушкин, ул. Глинки, д.30;40;383207440;FED_GENPROK_ORGANIZATION_452
441;Прокуратура Колпинского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 461-00-49;priemkolp@78.mailop.ru;196655, Санкт-Петербург, г. Колпино, ул. Культуры, д.8;40;383202232;FED_GENPROK_ORGANIZATION_441
449;Прокуратура Петроградского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 318-69-75;kancptrg@78.mailop.ru;197101, Санкт-Петербург, ул. Большая Монетная, д.27, лит. А;40;383206896;FED_GENPROK_ORGANIZATION_449
451;Прокуратура Приморского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 439-85-32;kancprim@78.mailop.ru;197343, Санкт-Петербург, ул. Омская, д.5;40;383207321;FED_GENPROK_ORGANIZATION_451
445;Прокуратура Курортного района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 437 27 77;kanckur@78.mailop.ru;197701, Санкт-Петербург, г. Сестрорецк, Приморское ш., д.280;40;383204322;FED_GENPROK_ORGANIZATION_445
444;Прокуратура Кронштадтского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 311-25-01;kanckrt@78.mailop.ru;197760, Санкт-Петербург, г. Кронштадт, Петровская ул., д.8, корп.2;40;383202609;FED_GENPROK_ORGANIZATION_444
440;Прокуратура Кировского района города Санкт-Петербурга;г. Санкт-Петербург;8 (812) 308-08-10;kanzkir@78.mailop.ru;198097, Санкт-Петербург, ул. Трефолева, д.42;40;383202177;FED_GENPROK_ORGANIZATION_440
